index,Age,Workclass,Final weight,Education,Marital-status,Occupation,Relationship,Sex,Capital-gain,Capital-loss,Hours per week,Native country,Income
21983,35, Private,214816, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K
17938,41, Private,372682, Some-college, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States, >50K
29244,38, Private,60313, HS-grad, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States, <=50K
24763,67, Private,335979, HS-grad, Widowed, Sales, Not-in-family, Female,991,0,18, United-States, <=50K
43492,32, Federal-gov,177855, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,55, United-States, >50K.
46424,53, Self-emp-not-inc,263439, Assoc-voc, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States, >50K.
10188,28, Local-gov,336543, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, Hong, >50K
36756,25, Private,276728, HS-grad, Never-married, Handlers-cleaners, Other-relative, Female,0,0,43, United-States, <=50K.
36810,32, Private,164519, Bachelors, Never-married, Prof-specialty, Not-in-family, Male,0,0,55, United-States, <=50K.
40307,41, Private,177054, HS-grad, Divorced, Machine-op-inspct, Unmarried, Male,0,0,40, United-States, <=50K.
16472,23, Private,462294, Assoc-acdm, Never-married, Other-service, Own-child, Male,0,0,44, United-States, <=50K
16585,44, Private,192381, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,1848,40, United-States, >50K
14931,46, Self-emp-inc,62546, Doctorate, Separated, Prof-specialty, Not-in-family, Male,0,0,35, United-States, <=50K
25254,50, Private,74879, HS-grad, Married-spouse-absent, Handlers-cleaners, Unmarried, Female,0,0,40, United-States, <=50K
40383,36, Private,131808, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male,4386,0,40, United-States, >50K.
11940,23, Private,150683, Some-college, Never-married, Exec-managerial, Own-child, Male,0,0,40, United-States, <=50K
3070,27, Private,301654, HS-grad, Never-married, Exec-managerial, Own-child, Female,0,0,40, United-States, <=50K
4862,35, Private,46385, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,5178,0,90, United-States, >50K
21589,44, Private,226129, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States, >50K
17467,50, Local-gov,139296, 11th, Never-married, Craft-repair, Unmarried, Male,0,0,40, United-States, <=50K
27291,25, Private,248612, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Male,0,0,30, United-States, <=50K
37558,35, Federal-gov,191480, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, Male,0,0,40, United-States, <=50K.
24233,28, Private,30912, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States, <=50K
9161,39, Private,175972, Some-college, Married-civ-spouse, Other-service, Wife, Female,0,0,15, United-States, <=50K
21708,42, Private,197522, Some-college, Separated, Machine-op-inspct, Unmarried, Female,0,0,40, United-States, <=50K
44153,21, Private,249271, Some-college, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States, <=50K.
43328,29, Private,276418, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,2051,32, United-States, <=50K.
25352,64, Local-gov,113324, HS-grad, Widowed, Exec-managerial, Not-in-family, Male,0,0,40, United-States, <=50K
3185,35, Private,191502, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States, >50K
38585,52, Local-gov,182856, Masters, Never-married, Prof-specialty, Not-in-family, Male,10520,0,45, United-States, >50K.
7172,20, Private,317443, Some-college, Never-married, Adm-clerical, Own-child, Female,0,0,15, United-States, <=50K
39330,59, Federal-gov,99131, HS-grad, Never-married, Exec-managerial, Other-relative, Female,0,0,40, United-States, <=50K.
32358,34, Private,115066, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,42, United-States, >50K
43942,24, Private,433580, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States, <=50K.
32604,36, Private,465326, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,40, United-States, <=50K.
8874,45, Private,89028, HS-grad, Divorced, Craft-repair, Not-in-family, Male,10520,0,40, United-States, >50K
11004,31, Private,206512, 11th, Never-married, Handlers-cleaners, Own-child, Male,0,0,25, United-States, <=50K
2912,40, Private,96055, HS-grad, Separated, Adm-clerical, Unmarried, Female,0,0,45, United-States, <=50K
20781,26, Private,213385, Some-college, Never-married, Other-service, Not-in-family, Male,0,0,20, United-States, <=50K
14152,37, Private,234901, Some-college, Married-civ-spouse, Sales, Husband, Male,0,0,50, Germany, >50K
30069,38, Local-gov,287658, Masters, Divorced, Prof-specialty, Not-in-family, Male,0,0,40, Jamaica, <=50K
46484,72, Private,164724, Bachelors, Divorced, Sales, Unmarried, Female,0,0,28, United-States, <=50K.
2197,25, Private,192149, Bachelors, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States, <=50K
45044,25, Private,141876, Bachelors, Never-married, Prof-specialty, Own-child, Male,0,0,40, United-States, <=50K.
47097,27, Private,255979, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States, <=50K.
11248,29, Private,149211, Bachelors, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States, <=50K
1797,28, Private,429507, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States, <=50K
10366,32, Private,204567, Bachelors, Married-civ-spouse, Sales, Husband, Male,99999,0,60, United-States, >50K
18974,18, Private,109702, Some-college, Never-married, Sales, Own-child, Female,0,0,30, United-States, <=50K
19368,50, Self-emp-not-inc,163948, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States, >50K
29155,30, Self-emp-inc,443546, Assoc-voc, Married-civ-spouse, Sales, Husband, Male,0,0,35, United-States, <=50K
25123,21, Private,176178, Some-college, Never-married, Sales, Own-child, Female,0,0,16, United-States, <=50K
11290,39, Self-emp-not-inc,29874, Some-college, Separated, Craft-repair, Not-in-family, Male,0,0,60, United-States, >50K
14118,57, ?,403625, Some-college, Married-civ-spouse, ?, Husband, Male,0,0,60, United-States, >50K
23552,70, Self-emp-inc,247383, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K
36920,46, Private,132919, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,12, United-States, >50K.
19812,49, ?,407495, HS-grad, Married-spouse-absent, ?, Not-in-family, Male,0,0,70, United-States, <=50K
945,54, Local-gov,166398, Some-college, Divorced, Exec-managerial, Unmarried, Female,0,0,35, United-States, <=50K
28851,61, Private,147280, Masters, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States, >50K
8972,55, Local-gov,28151, HS-grad, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States, >50K
14602,53, ?,133963, HS-grad, Divorced, ?, Not-in-family, Female,0,0,40, United-States, <=50K
10937,39, Private,103456, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,45, United-States, >50K
43928,18, ?,24688, HS-grad, Never-married, ?, Not-in-family, Male,0,0,40, United-States, <=50K.
23839,36, Private,225516, Assoc-acdm, Never-married, Sales, Not-in-family, Male,10520,0,43, United-States, >50K
3352,31, Private,196788, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States, <=50K
48641,50, Private,104280, Some-college, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States, >50K.
9872,63, ?,68954, HS-grad, Widowed, ?, Not-in-family, Female,0,0,11, United-States, <=50K
37838,28, Self-emp-not-inc,160731, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,50, United-States, <=50K.
17941,56, Private,91545, 10th, Divorced, Adm-clerical, Unmarried, Female,0,0,36, United-States, <=50K
39157,19, Private,366088, 9th, Never-married, Machine-op-inspct, Own-child, Male,0,0,40, United-States, <=50K.
14055,33, Private,55717, HS-grad, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States, <=50K
9202,33, Private,295649, HS-grad, Separated, Other-service, Unmarried, Female,0,0,40, China, <=50K
11566,64, Self-emp-not-inc,167149, 7th-8th, Married-civ-spouse, Other-service, Husband, Male,0,0,25, United-States, <=50K
2698,50, Self-emp-not-inc,174752, HS-grad, Divorced, Farming-fishing, Not-in-family, Male,0,0,40, United-States, <=50K
37103,52, Private,285224, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,32, United-States, <=50K.
14395,42, Local-gov,201723, Some-college, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States, <=50K
35420,44, Private,197033, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States, <=50K.
13820,59, Private,424468, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, ?, <=50K
13845,65, ?,105017, Bachelors, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States, <=50K
34676,36, Private,196123, Masters, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,43, United-States, >50K.
5293,35, Self-emp-not-inc,319831, Some-college, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,60, United-States, <=50K
22101,21, ?,262280, Some-college, Married-civ-spouse, ?, Wife, Female,3781,0,40, United-States, <=50K
47007,27, Federal-gov,182637, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, ?, >50K.
27091,37, State-gov,24342, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,38, United-States, <=50K
7734,21, Private,70261, Some-college, Never-married, Other-service, Own-child, Male,0,0,30, United-States, <=50K
10851,22, Private,43646, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Male,0,0,40, United-States, <=50K
28628,36, Self-emp-not-inc,342719, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, ?, >50K
11924,55, Self-emp-inc,258648, 10th, Widowed, Transport-moving, Not-in-family, Male,0,0,40, United-States, <=50K
33875,23, Private,130959, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,12, United-States, <=50K.
34444,45, Private,238567, HS-grad, Married-civ-spouse, Sales, Husband, Male,15024,0,50, United-States, >50K.
26295,23, ?,283806, 9th, Divorced, ?, Not-in-family, Female,0,0,35, United-States, <=50K
31071,42, Private,176716, Masters, Never-married, Exec-managerial, Not-in-family, Male,0,0,40, United-States, >50K
3963,83, ?,251951, HS-grad, Widowed, ?, Not-in-family, Female,0,0,20, United-States, <=50K
34487,58, Private,277203, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,0,0,38, United-States, <=50K.
47721,35, Local-gov,179151, Bachelors, Never-married, Prof-specialty, Not-in-family, Female,0,0,20, United-States, <=50K.
40517,41, Private,244522, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,7688,0,42, United-States, >50K.
7125,54, Self-emp-not-inc,82551, Assoc-voc, Married-civ-spouse, Tech-support, Other-relative, Female,0,0,10, United-States, <=50K
38288,17, ?,235661, 10th, Never-married, ?, Own-child, Female,0,0,30, United-States, <=50K.
11305,26, Private,45869, Bachelors, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States, <=50K
31336,39, Private,175681, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, ?, <=50K
13829,34, Private,150154, HS-grad, Never-married, Adm-clerical, Own-child, Male,0,0,40, United-States, <=50K
17882,50, ?,281504, Some-college, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States, <=50K
28120,35, Private,196178, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
15688,46, Self-emp-not-inc,368561, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States, <=50K
24490,42, Self-emp-not-inc,33795, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States, <=50K
13770,40, Private,271393, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Female,0,0,40, United-States, <=50K
7691,29, Private,202182, Some-college, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States, <=50K
38007,64, Self-emp-not-inc,104958, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Male,0,0,70, United-States, <=50K.
11073,47, Self-emp-not-inc,162236, Bachelors, Never-married, Craft-repair, Not-in-family, Female,0,0,40, United-States, <=50K
41252,18, Private,328937, 7th-8th, Never-married, Other-service, Own-child, Male,0,0,20, United-States, <=50K.
24041,59, Private,174040, Some-college, Divorced, Prof-specialty, Unmarried, Male,0,0,40, United-States, <=50K
10935,58, Private,190997, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K
23098,40, Private,219591, 10th, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States, <=50K
15172,28, Private,114158, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female,0,1977,24, United-States, >50K
7053,49, Self-emp-not-inc,43479, Some-college, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
10923,30, Private,213722, HS-grad, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States, <=50K
36381,48, Private,138342, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,1485,55, United-States, >50K.
40685,40, Private,167725, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States, <=50K.
29383,46, Private,65353, Some-college, Divorced, Transport-moving, Own-child, Male,3325,0,55, United-States, <=50K
15756,27, Private,191628, HS-grad, Never-married, Transport-moving, Not-in-family, Male,2174,0,40, United-States, <=50K
45263,47, Private,131160, Bachelors, Divorced, Other-service, Not-in-family, Female,99999,0,40, United-States, >50K.
35837,50, Private,227458, HS-grad, Never-married, Exec-managerial, Unmarried, Male,0,0,51, United-States, <=50K.
12840,27, Private,328981, HS-grad, Never-married, Machine-op-inspct, Unmarried, Male,0,0,40, United-States, <=50K
25524,43, ?,405374, Some-college, Separated, ?, Not-in-family, Male,0,0,40, United-States, <=50K
29699,35, Self-emp-inc,65624, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States, >50K
42578,42, Local-gov,142049, Some-college, Divorced, Tech-support, Unmarried, Female,0,0,32, United-States, <=50K.
47040,49, Self-emp-inc,154174, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States, >50K.
48550,20, ?,38032, HS-grad, Never-married, ?, Not-in-family, Female,0,0,40, United-States, <=50K.
24356,67, Private,89346, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States, >50K
37788,46, Self-emp-inc,132576, HS-grad, Married-civ-spouse, Sales, Husband, Male,0,1887,45, United-States, >50K.
1340,28, State-gov,225904, Prof-school, Never-married, Prof-specialty, Unmarried, Male,0,0,40, United-States, <=50K
23997,23, Private,178272, Bachelors, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States, <=50K
14560,33, Private,222221, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,7298,0,45, United-States, >50K
42124,50, Private,197189, Masters, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States, <=50K.
15794,24, Private,148320, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States, <=50K
42597,40, Private,202692, HS-grad, Married-civ-spouse, Other-service, Husband, Male,0,0,35, United-States, <=50K.
15955,51, Private,392286, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States, >50K
16340,40, Private,93955, Some-college, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States, <=50K
22688,49, Private,87928, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male,5013,0,40, United-States, <=50K
25139,50, Private,185407, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Male,0,0,38, United-States, >50K
23586,45, Private,168283, HS-grad, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States, <=50K
15669,31, Private,467579, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,1887,40, United-States, >50K
28077,34, Private,133122, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, <=50K
13537,33, Federal-gov,177945, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States, <=50K
25802,67, ?,150264, Doctorate, Married-civ-spouse, ?, Husband, Male,0,0,20, Canada, >50K
17760,37, Self-emp-not-inc,180150, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,45, United-States, >50K
13044,45, Private,27332, HS-grad, Divorced, Sales, Not-in-family, Female,0,0,40, United-States, <=50K
5290,47, Self-emp-not-inc,236111, Some-college, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States, >50K
34410,29, State-gov,214881, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, Honduras, >50K.
26449,41, Private,322980, HS-grad, Separated, Adm-clerical, Not-in-family, Male,2354,0,40, United-States, <=50K
34176,49, Private,149337, HS-grad, Separated, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States, <=50K.
12976,28, Private,193158, HS-grad, Divorced, Sales, Own-child, Female,0,0,40, United-States, <=50K
29868,24, Private,229826, HS-grad, Never-married, Sales, Not-in-family, Male,0,0,30, United-States, <=50K
13341,61, Private,168654, HS-grad, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, Canada, <=50K
20592,54, Private,185407, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,7688,0,40, United-States, >50K
12731,37, Private,166497, HS-grad, Never-married, Adm-clerical, Own-child, Male,0,0,38, United-States, <=50K
46852,35, Private,188069, Bachelors, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States, >50K.
22885,20, ?,129240, Some-college, Never-married, ?, Own-child, Female,0,0,25, United-States, <=50K
20734,40, Private,47902, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, <=50K
42979,20, Private,257470, Some-college, Never-married, Sales, Own-child, Female,0,0,20, United-States, <=50K.
12614,36, Private,91275, Some-college, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States, <=50K
47154,55, Local-gov,190091, Masters, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States, >50K.
46623,30, Private,159123, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States, <=50K.
24925,62, Private,247483, Some-college, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States, >50K
48323,29, Private,101108, HS-grad, Divorced, Other-service, Not-in-family, Female,0,0,15, United-States, <=50K.
17739,42, Private,187294, Some-college, Divorced, Craft-repair, Unmarried, Male,0,0,40, United-States, <=50K
5072,61, Private,128230, 7th-8th, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States, >50K
36351,31, Private,97405, HS-grad, Never-married, Other-service, Unmarried, Female,0,0,40, United-States, <=50K.
25365,36, Private,185394, 10th, Never-married, Handlers-cleaners, Not-in-family, Female,0,0,34, United-States, <=50K
688,41, Private,195124, Masters, Never-married, Exec-managerial, Not-in-family, Male,0,0,35, Dominican-Republic, <=50K
5761,37, Private,170718, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, <=50K
25152,28, Local-gov,34452, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States, <=50K
33134,53, Self-emp-not-inc,317313, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,48, United-States, <=50K.
19913,35, Private,134367, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States, <=50K
34891,50, Private,135102, Masters, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States, >50K.
26227,26, Private,213258, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
14705,54, Private,284952, 10th, Separated, Sales, Unmarried, Female,0,0,43, Italy, <=50K
39173,65, ?,76131, HS-grad, Never-married, ?, Unmarried, Female,0,0,40, United-States, <=50K.
46311,52, Private,72257, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Male,0,0,40, United-States, <=50K.
37379,34, Private,83800, Some-college, Married-civ-spouse, Other-service, Wife, Female,0,0,30, United-States, <=50K.
17981,59, Self-emp-not-inc,32552, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male,0,0,48, United-States, <=50K
47526,40, Private,137304, Bachelors, Never-married, Adm-clerical, Unmarried, Female,0,0,65, United-States, <=50K.
39260,38, Self-emp-inc,314007, HS-grad, Married-civ-spouse, Sales, Husband, Male,0,0,78, United-States, <=50K.
42086,72, ?,144461, Assoc-acdm, Married-civ-spouse, ?, Husband, Male,0,0,16, United-States, >50K.
44568,28, Private,150025, Some-college, Never-married, Farming-fishing, Not-in-family, Male,0,0,40, Peru, <=50K.
10958,56, Federal-gov,196307, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States, >50K
2026,47, Private,194772, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States, >50K
17911,32, Private,222654, 10th, Divorced, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States, <=50K
40083,57, Private,192325, HS-grad, Widowed, Other-service, Unmarried, Female,0,0,42, United-States, <=50K.
22143,26, Private,212798, Bachelors, Never-married, Exec-managerial, Not-in-family, Female,0,0,45, United-States, <=50K
26968,26, Private,120268, HS-grad, Married-civ-spouse, Other-service, Husband, Male,0,0,50, United-States, <=50K
10191,38, Local-gov,200153, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States, <=50K
36226,46, Private,23074, HS-grad, Widowed, Adm-clerical, Not-in-family, Female,0,0,40, England, <=50K.
18878,42, Private,155972, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States, >50K
8616,23, Private,240398, Bachelors, Never-married, Sales, Not-in-family, Male,0,0,15, United-States, <=50K
8580,29, Self-emp-not-inc,151476, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Female,2174,0,40, United-States, <=50K
8299,23, Self-emp-not-inc,121313, HS-grad, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States, <=50K
15843,23, Private,256628, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Male,0,0,32, United-States, <=50K
42091,17, Private,110916, 11th, Never-married, Sales, Own-child, Female,0,0,10, United-States, <=50K.
45916,36, Federal-gov,116580, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,45, United-States, >50K.
8890,44, Private,259479, HS-grad, Divorced, Transport-moving, Unmarried, Male,0,0,50, United-States, <=50K
29397,50, ?,204577, Bachelors, Married-civ-spouse, ?, Husband, Male,0,1902,60, United-States, >50K
12436,20, Private,50648, HS-grad, Never-married, Handlers-cleaners, Own-child, Male,0,0,35, United-States, <=50K
39713,26, Private,195994, Bachelors, Separated, Sales, Not-in-family, Female,0,0,40, United-States, <=50K.
25597,61, Self-emp-not-inc,117387, 11th, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,20, United-States, <=50K
45319,45, Private,224559, 10th, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States, <=50K.
10806,46, Private,331776, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States, <=50K
1861,46, Private,138999, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States, <=50K
14102,30, Private,180656, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, Male,0,0,40, ?, <=50K
36638,22, Private,377815, Some-college, Never-married, Adm-clerical, Own-child, Female,0,0,20, United-States, <=50K.
21185,37, Private,360743, Some-college, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States, <=50K
46482,73, Self-emp-not-inc,110787, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Male,1409,0,2, United-States, <=50K.
19779,34, Private,185408, Some-college, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States, <=50K
3450,41, Private,50122, Assoc-voc, Divorced, Sales, Own-child, Male,0,0,50, United-States, <=50K
41960,26, Private,61996, HS-grad, Divorced, Adm-clerical, Not-in-family, Female,0,0,62, United-States, <=50K.
38237,27, Private,538193, 11th, Never-married, Prof-specialty, Not-in-family, Female,0,0,50, United-States, <=50K.
2930,21, ?,230397, Some-college, Never-married, ?, Own-child, Female,0,0,5, United-States, <=50K
30896,19, Private,178811, HS-grad, Never-married, Machine-op-inspct, Own-child, Female,0,0,20, United-States, <=50K
23672,41, Private,214242, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,0,1887,40, United-States, >50K
44572,19, Private,187161, Some-college, Never-married, Sales, Own-child, Female,0,0,18, United-States, <=50K.
24404,17, Private,25690, 10th, Never-married, Other-service, Own-child, Female,0,0,10, United-States, <=50K
24020,27, Private,85625, HS-grad, Never-married, Other-service, Own-child, Male,0,0,22, United-States, <=50K
12381,44, State-gov,691903, Masters, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States, >50K
42502,42, Private,89226, HS-grad, Married-civ-spouse, Other-service, Husband, Male,7688,0,40, Greece, >50K.
4464,73, ?,132737, 10th, Never-married, ?, Not-in-family, Male,0,0,4, United-States, <=50K
38422,39, Private,127573, HS-grad, Never-married, Exec-managerial, Not-in-family, Female,2202,0,45, United-States, <=50K.
14911,67, ?,188903, 7th-8th, Married-civ-spouse, ?, Husband, Male,2414,0,40, United-States, <=50K
3739,49, Private,115613, 9th, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States, <=50K
40072,33, Private,170651, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Female,0,1977,38, United-States, >50K.
25144,39, Private,215150, 9th, Divorced, Handlers-cleaners, Not-in-family, Male,0,0,50, United-States, <=50K
25700,27, Private,194243, Prof-school, Never-married, Prof-specialty, Own-child, Female,0,0,40, United-States, <=50K
47156,45, State-gov,129499, Some-college, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States, <=50K.
39195,59, Private,33725, 9th, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States, >50K.
13030,54, Private,103700, HS-grad, Widowed, Other-service, Unmarried, Female,0,0,40, United-States, <=50K
13103,47, Self-emp-inc,188610, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,48, United-States, <=50K
41300,45, Private,272442, Masters, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States, >50K.
9717,41, Self-emp-not-inc,214541, HS-grad, Divorced, Transport-moving, Not-in-family, Male,0,1590,40, United-States, <=50K
22562,45, Private,228570, HS-grad, Married-civ-spouse, Sales, Wife, Female,0,0,35, United-States, <=50K
32715,22, Private,315476, 11th, Never-married, Craft-repair, Unmarried, Male,0,0,40, United-States, <=50K.
18731,28, Private,22422, HS-grad, Never-married, Exec-managerial, Not-in-family, Male,0,0,40, United-States, <=50K
3624,71, Self-emp-not-inc,130731, HS-grad, Widowed, Adm-clerical, Not-in-family, Female,0,0,35, United-States, <=50K
10902,35, Private,167140, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male,5013,0,40, United-States, <=50K
166,39, Federal-gov,235485, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Male,0,0,42, United-States, <=50K
9585,17, Private,156736, 10th, Never-married, Sales, Unmarried, Female,0,0,12, United-States, <=50K
19677,29, Local-gov,195520, Masters, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States, <=50K
2226,30, Private,270577, HS-grad, Separated, Adm-clerical, Unmarried, Female,0,0,40, United-States, <=50K
2534,34, Self-emp-not-inc,111985, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States, <=50K
48045,18, Private,201613, 11th, Never-married, Sales, Own-child, Female,0,0,5, United-States, <=50K.
3336,33, Private,262439, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,35, United-States, >50K
8298,27, Private,225142, Some-college, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States, <=50K
